id,user_id,"time_completed",ab_version,"utm_campaign","utm_source"
1395925,NULL,"2019-02-05 22:55:56",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395926,NULL,"2019-02-01 07:01:32",11,"8faae1dc0d76328a4f5f484a1e65b309","5ff6b03ed862cbac082f17cd19571062"
1395927,317204,"2019-02-03 17:09:41",2,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395928,NULL,"2019-02-03 02:05:36",3,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1395929,NULL,"2019-02-04 20:39:59",11,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395930,317203,"2019-02-01 02:29:01",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395931,NULL,"2019-02-03 06:33:03",3,"b2db5ae882eb816928851e1053e42cde","c822c1b63853ed273b89687ac505f9fa"
1395932,NULL,"2019-02-05 16:39:36",7,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1395933,317208,"2019-02-04 20:36:32",10,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395934,NULL,"2019-02-01 16:25:23",2,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395935,317205,"2019-02-02 20:38:32",5,"a108aeff728c061d7c0cae42c0736814","340c2df22a22533f75b6820566d02b97"
1395936,NULL,"2019-02-01 16:51:37",4,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395937,317206,"2019-02-05 09:59:59",1,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395938,NULL,"2019-02-01 16:32:50",10,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395939,317207,"2019-02-05 17:50:15",4,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395940,NULL,"2019-02-03 19:05:32",6,"cebd4c16785077297bbe088141b7ed67","5ff6b03ed862cbac082f17cd19571062"
1395941,317210,"2019-02-01 11:17:06",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395942,NULL,"2019-02-02 01:21:47",6,"d51d68c2918b3c60836420b872008b1f","b1abdad24f3fdd7fa2b7926fdaf42766"
1395943,NULL,"2019-02-03 17:04:53",1,"be72842cfcdae155d023f27aee43d51b","f8a9524b7f131681e9eb851b7981d4ce"
1395944,317209,"2019-02-01 16:57:56",10,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395945,NULL,"2019-02-04 20:26:17",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395946,NULL,"2019-02-02 03:27:43",7,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395947,NULL,"2019-02-04 11:04:30",8,"6665885fef610c5117d52fae31212399","b1abdad24f3fdd7fa2b7926fdaf42766"
1395948,NULL,"2019-02-01 07:26:57",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395949,NULL,"2019-02-01 12:40:29",8,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395950,NULL,"2019-02-02 13:10:06",2,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395951,317211,"2019-02-01 23:34:11",3,"b905e1a03c2534b1fac97231ac06346a","9aa91f81de7610b371dd0e6fe4168b01"
1395952,NULL,"2019-02-01 08:28:02",9,"6bfd61f1829ee184e75691148b0bc7ba","b1abdad24f3fdd7fa2b7926fdaf42766"
1395953,NULL,"2019-02-01 15:17:48",7,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1395954,317212,"2019-02-05 12:13:59",1,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395955,NULL,"2019-02-04 02:35:41",5,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395956,NULL,"2019-02-02 18:14:46",4,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395957,NULL,"2019-02-02 14:24:13",6,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1395958,NULL,"2019-02-04 11:36:14",1,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395959,317213,"2019-02-03 16:19:14",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395960,NULL,"2019-02-01 01:59:20",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395961,NULL,"2019-02-03 01:53:42",5,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395962,NULL,"2019-02-04 00:41:49",11,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395963,317214,"2019-02-02 03:25:13",10,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395964,317215,"2019-02-05 14:20:44",7,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1395965,NULL,"2019-02-01 20:38:05",5,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395966,NULL,"2019-02-05 04:18:29",6,"3cc61847f1e1657758c08b10ef49ea0f","39f930a304789809cd9015f7c003deb4"
1395967,NULL,"2019-02-03 05:28:33",11,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395968,216805,"2019-02-01 15:58:30",6,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395969,NULL,"2019-02-04 20:36:32",0,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395970,NULL,"2019-02-01 08:01:35",3,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395971,NULL,"2019-02-02 11:07:46",6,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395972,NULL,"2019-02-01 06:16:49",6,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395973,317216,"2019-02-05 18:47:56",1,"3fc92e67e2cd4dde1d15abb876e10c4f","340c2df22a22533f75b6820566d02b97"
1395974,NULL,"2019-02-03 02:24:00",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395975,NULL,"2019-02-04 21:13:11",3,"d51d68c2918b3c60836420b872008b1f","b1abdad24f3fdd7fa2b7926fdaf42766"
1395976,NULL,"2019-02-03 00:11:22",6,"89620839e03a658b562745686fd72d81","5ff6b03ed862cbac082f17cd19571062"
1395977,317217,"2019-02-02 22:06:45",8,"ef7e6b28a48b65418df9a192295750d2","b1abdad24f3fdd7fa2b7926fdaf42766"
1395978,NULL,"2019-02-04 17:38:53",2,"6b377ba4b1f6dd1e6923a10917bf41c8","c822c1b63853ed273b89687ac505f9fa"
1395979,NULL,"2019-02-01 05:14:35",2,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395980,317218,"2019-02-03 08:42:19",1,"a3d2de7675556553a5f08e4c88d2c228","a3d2de7675556553a5f08e4c88d2c228"
1395981,317219,"2019-02-03 18:19:38",7,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1395982,317220,"2019-02-02 06:47:40",3,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395983,NULL,"2019-02-05 15:12:29",2,"d51d68c2918b3c60836420b872008b1f","b1abdad24f3fdd7fa2b7926fdaf42766"
1395984,NULL,"2019-02-01 07:48:35",1,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395985,NULL,"2019-02-05 14:12:43",4,"7e66baeb06643dcde3b97bedc8db8360","b1abdad24f3fdd7fa2b7926fdaf42766"
1395986,NULL,"2019-02-02 11:21:30",3,"f4a0553b4aed7f1909b96c48f7792ba6","60c0b5dccb0df67dcd6207f3ccd898ae"
1395987,NULL,"2019-02-01 11:57:33",8,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395988,NULL,"2019-02-05 13:14:36",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395989,NULL,"2019-02-02 22:28:00",10,"6375c5fbe509e84869ebd4f75fa996b0","60c0b5dccb0df67dcd6207f3ccd898ae"
1395990,NULL,"2019-02-01 16:22:27",6,"f0e812995b96d2a6631c8a7e7d2b3f3b","b1abdad24f3fdd7fa2b7926fdaf42766"
1395991,NULL,"2019-02-01 12:42:31",0,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395992,NULL,"2019-02-05 05:05:07",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395993,317221,"2019-02-03 03:30:36",7,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395994,NULL,"2019-02-03 18:39:20",7,"64c2a93aa731627e554fa54f94bad2a4","1ed001839e6709c59e1ca1357952d8f5"
1395995,NULL,"2019-02-01 15:00:40",10,"f78ba039c6ed7843eed47d3716aa1fad","b1abdad24f3fdd7fa2b7926fdaf42766"
1395996,NULL,"2019-02-03 16:34:13",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1395997,NULL,"2019-02-02 23:47:53",11,"f0e812995b96d2a6631c8a7e7d2b3f3b","b1abdad24f3fdd7fa2b7926fdaf42766"
1395998,NULL,"2019-02-01 01:45:28",2,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1395999,NULL,"2019-02-01 08:37:04",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396000,NULL,"2019-02-02 15:23:26",4,"b2db5ae882eb816928851e1053e42cde","c822c1b63853ed273b89687ac505f9fa"
1396001,317222,"2019-02-05 15:47:46",5,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396002,NULL,"2019-02-01 17:07:13",2,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396003,NULL,"2019-02-05 01:43:40",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396004,NULL,"2019-02-03 22:51:27",10,"ab24de53837e010f4c9ff15490cc12c3","29ecf9b93bbf306179626feeda1fab70"
1396005,NULL,"2019-02-05 11:10:11",6,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396006,NULL,"2019-02-02 19:02:44",4,"a3d2de7675556553a5f08e4c88d2c228","a3d2de7675556553a5f08e4c88d2c228"
1396007,NULL,"2019-02-01 19:55:39",10,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396008,NULL,"2019-02-02 03:26:57",1,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396009,NULL,"2019-02-05 05:12:36",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396010,NULL,"2019-02-02 07:46:39",0,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396011,NULL,"2019-02-01 16:35:52",4,"9cc5798b6a7c9ad713889f9e0a38268f","b73c2d22763d1ce2143a3755c1d0ad3a"
1396012,NULL,"2019-02-05 05:46:13",7,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396013,NULL,"2019-02-04 05:31:29",10,"ab24de53837e010f4c9ff15490cc12c3","29ecf9b93bbf306179626feeda1fab70"
1396014,NULL,"2019-02-05 01:21:34",11,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396015,NULL,"2019-02-01 23:54:42",7,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396016,317223,"2019-02-03 06:41:54",0,"e1629319af47111d24baa992edf698b8","b1abdad24f3fdd7fa2b7926fdaf42766"
1396017,NULL,"2019-02-05 05:10:56",3,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396018,NULL,"2019-02-02 05:41:51",5,"c247a2b0e36b98a3021cd26b7964b72b","5ff6b03ed862cbac082f17cd19571062"
1396019,317224,"2019-02-04 01:18:59",1,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396020,NULL,"2019-02-05 16:10:47",7,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396021,317225,"2019-02-01 23:41:54",10,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396022,317226,"2019-02-01 08:51:58",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396023,NULL,"2019-02-01 18:44:10",0,"ab24de53837e010f4c9ff15490cc12c3","29ecf9b93bbf306179626feeda1fab70"
1396024,NULL,"2019-02-01 00:06:58",8,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396025,317227,"2019-02-04 15:56:34",6,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396026,NULL,"2019-02-01 17:01:16",6,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396027,317228,"2019-02-05 05:20:30",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396028,NULL,"2019-02-05 09:01:48",3,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396029,NULL,"2019-02-01 03:04:31",1,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396030,317229,"2019-02-03 21:57:22",0,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396031,NULL,"2019-02-03 14:17:33",3,"3cc61847f1e1657758c08b10ef49ea0f","39f930a304789809cd9015f7c003deb4"
1396032,317230,"2019-02-01 00:16:33",3,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396033,2805,"2019-02-01 19:10:48",1,"cb4103b853ababd7c44d06975e79cddc","c822c1b63853ed273b89687ac505f9fa"
1396034,NULL,"2019-02-02 07:15:54",1,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396035,NULL,"2019-02-04 19:28:43",9,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396036,317231,"2019-02-04 03:14:53",0,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396037,NULL,"2019-02-05 11:59:41",5,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396038,317232,"2019-02-05 06:37:51",9,"6c5a33e0e4bda6ad8cb5267825790709","b1abdad24f3fdd7fa2b7926fdaf42766"
1396039,NULL,"2019-02-02 15:37:54",7,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396040,NULL,"2019-02-01 19:26:29",8,"ef7e6b28a48b65418df9a192295750d2","b1abdad24f3fdd7fa2b7926fdaf42766"
1396041,NULL,"2019-02-01 01:04:19",2,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396042,317233,"2019-02-05 12:26:08",9,"c247a2b0e36b98a3021cd26b7964b72b","5ff6b03ed862cbac082f17cd19571062"
1396043,317234,"2019-02-02 05:20:41",1,"8faae1dc0d76328a4f5f484a1e65b309","5ff6b03ed862cbac082f17cd19571062"
1396044,NULL,"2019-02-05 11:44:51",0,"f0e812995b96d2a6631c8a7e7d2b3f3b","b1abdad24f3fdd7fa2b7926fdaf42766"
1396045,NULL,"2019-02-04 04:57:14",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396046,NULL,"2019-02-02 09:38:03",7,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396047,317235,"2019-02-05 13:10:21",0,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396048,NULL,"2019-02-02 10:35:29",3,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396049,NULL,"2019-02-01 17:24:17",9,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396050,317236,"2019-02-04 19:38:41",6,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396051,317237,"2019-02-05 01:28:22",1,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396052,NULL,"2019-02-05 01:02:06",10,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396053,317238,"2019-02-05 11:21:30",2,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396054,NULL,"2019-02-01 19:25:06",11,"ab24de53837e010f4c9ff15490cc12c3","29ecf9b93bbf306179626feeda1fab70"
1396055,317239,"2019-02-01 06:56:07",0,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396056,NULL,"2019-02-01 13:23:31",2,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396057,317241,"2019-02-04 20:10:39",10,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396058,317240,"2019-02-04 20:43:38",11,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396059,317242,"2019-02-01 15:55:19",8,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396060,NULL,"2019-02-03 21:13:53",0,"64c2a93aa731627e554fa54f94bad2a4","1ed001839e6709c59e1ca1357952d8f5"
1396061,NULL,"2019-02-05 23:11:10",9,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396062,NULL,"2019-02-02 10:41:19",8,"0b9caedbcae614936dd9b66702daf308","340c2df22a22533f75b6820566d02b97"
1396063,317243,"2019-02-02 16:23:21",3,"4d6c97b33b239a7b0f75570911f9e1d4","28198b369067e88dab9fefe85484dbf4"
1396064,NULL,"2019-02-02 01:25:24",8,"5e2d64d64545880f460f13b4dffb8f69","c822c1b63853ed273b89687ac505f9fa"
1396065,NULL,"2019-02-04 09:02:51",11,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396066,NULL,"2019-02-01 09:50:51",2,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396067,NULL,"2019-02-04 19:33:09",10,"86ea4e709b1cb90c1a93785a3bb0f3fa","b1abdad24f3fdd7fa2b7926fdaf42766"
1396068,NULL,"2019-02-04 04:50:08",3,"77e7f1ae9ef29e9e47197b0d8c7540ab","5ff6b03ed862cbac082f17cd19571062"
1396069,NULL,"2019-02-05 11:10:54",9,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396070,317244,"2019-02-01 21:09:49",3,"ef7e6b28a48b65418df9a192295750d2","b1abdad24f3fdd7fa2b7926fdaf42766"
1396071,NULL,"2019-02-05 21:16:54",7,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396072,317245,"2019-02-05 06:46:45",10,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396073,NULL,"2019-02-04 20:27:59",5,"efdc2a4709b80f4cb06fc82f9cc63a25","b1abdad24f3fdd7fa2b7926fdaf42766"
1396074,NULL,"2019-02-03 19:03:16",5,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396075,NULL,"2019-02-05 04:33:35",10,"c247a2b0e36b98a3021cd26b7964b72b","5ff6b03ed862cbac082f17cd19571062"
1396076,317246,"2019-02-02 02:36:29",5,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396077,NULL,"2019-02-04 23:56:52",8,"36eb7db733cd2f405ead30d35d0e6f9c","394de322934016c6cfeffa62b5721f81"
1396078,317247,"2019-02-05 12:32:26",7,"7d4fe5288b734d1381351f0e7ce941a7","738aa8d3bc02eb8712acd0eb2cf6dfd5"
1396079,317248,"2019-02-01 03:42:59",3,"a3d2de7675556553a5f08e4c88d2c228","a3d2de7675556553a5f08e4c88d2c228"
1396080,NULL,"2019-02-05 19:50:03",1,"bf868cf2d010c4ed1262f13fd2224765","3eee0c3b640be5316a5f97b313b1f06a"
1396081,317249,"2019-02-03 17:35:13",3,"b322ca5be859ae42e80a23f025080d07","60c0b5dccb0df67dcd6207f3ccd898ae"
1396082,NULL,"2019-02-05 20:29:30",8,"d61786ed8de99aadac6efe261c22a710","26cae7718c32180a7a0f8e19d6d40a59"
1396083,NULL,"2019-02-01 09:54:03",11,"0d22bbf50cb74dd16d19aaeb3e3241d1","c822c1b63853ed273b89687ac505f9fa"
1396084,NULL,"2019-02-05 23:51:10",10,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396085,NULL,"2019-02-04 23:01:33",1,"5e181be3d386dcd606c79e0bc4453719","b1abdad24f3fdd7fa2b7926fdaf42766"
1396086,NULL,"2019-02-05 14:20:06",6,"c52b73650143528cce1e4e4289ff945f","b1abdad24f3fdd7fa2b7926fdaf42766"
1396087,NULL,"2019-02-04 07:17:16",11,"5d67ea81711889f9e32df241f3fab221","ff7a4157153a8077212c8757fd39b8bd"
1396088,NULL,"2019-02-02 00:45:29",10,"61438fb7cea6be13e7e4044a5e016abe","5ff6b03ed862cbac082f17cd19571062"
1396089,NULL,"2019-02-02 02:53:20",3,"bce35d698de9671be8f07c6144093ac8","26cae7718c32180a7a0f8e19d6d40a59"
1396090,NULL,"2019-02-05 00:56:05",2,"51fbb43a679a3b258503f30996c8b841","26cae7718c32180a7a0f8e19d6d40a59"
1396091,317247,"2019-02-05 01:17:55",7,"d5f65cb3424f6018660e238fecb68bff","b1abdad24f3fdd7fa2b7926fdaf42766"
1396092,NULL,"2019-02-02 12:59:43",10,"a780696e4d54ca356a64630e9ad856d4","911a2d5c1fd762f1087ae6628c434b04"
